date,facility,facility_id,orders,gmv,gmv_minus_discount,hours_staffed,week,month,labor_cost,orders_processed_per_hour_staffed,expected_hours,overstaffing_flag,processing_revenue,net_revenue,expected_labor_cost,expected_net_revenue,loss_flag
2023-08-13,NA-US-NG-OTT-Tempe (Kitchens) (correct),a9eb0fc1-7699-43b4-bd4c-6bb5b8195a87,625,19378.49,15953.85,24.183333,2023-08-07,2023-08-01,435.299994,26,17.857142857142858,1,775.1396000000001,339.83960600000006,321.42857142857144,453.71102857142864,0
2023-08-13,NA-US-OD-5th (correct),54d4375f-4c79-4444-ad83-f54362c08198,509,16435.27,14358.66,17.6,2023-08-07,2023-08-01,316.8,29,14.542857142857143,1,657.4108,340.6108,261.77142857142854,395.63937142857145,0
2023-08-13,NA-US-TUCS-SA-Lombrano (Correct),ee395d7f-589b-4208-a745-90a8a0aa3bfd,53,1694.92,1671.92,0.0,2023-08-07,2023-08-01,0.0,0,1.5142857142857142,0,67.7968,67.7968,27.257142857142856,40.53965714285715,0
2023-08-13,NA-US-TX-KOL-18th,40cb78af-5b18-4044-82af-8751b9c34b58,94,3398.79,3398.79,6.783333,2023-08-07,2023-08-01,122.099994,14,2.6857142857142855,1,135.9516,13.851606000000018,48.34285714285714,87.60874285714287,0
2023-08-14,NA-US-CA(N)-NH-Ruff (Kitchens),905cbe43-327f-4d3e-a897-48ee81a64ade,456,12876.65,12498.15,24.416667,2023-08-14,2023-08-01,439.500006,19,13.028571428571428,1,515.066,75.56599400000005,234.5142857142857,280.5517142857143,0
2023-08-14,NA-US-CO-DEN-Aurora,2019e0f4-7fd8-47fd-a858-9e5c4b409a39,42,1359.65,1122.62,3.1,2023-08-14,2023-08-01,55.800000000000004,14,1.2,1,54.386,-1.4140000000000015,21.599999999999998,32.786,1
2023-08-14,NA-US-IL-DUN-Avondale,54341152-da81-4b58-8ba3-8604bc1ff2dc,679,20660.76,16559.67,12.283333,2023-08-14,2023-08-01,221.099994,56,19.4,0,826.4304,605.3304059999999,349.2,477.2304,0
2023-08-14,NA-US-NG-OTT-Tempe (Kitchens) (correct),a9eb0fc1-7699-43b4-bd4c-6bb5b8195a87,505,14809.28,11951.01,13.166667,2023-08-14,2023-08-01,237.000006,39,14.428571428571429,0,592.3712,355.37119400000006,259.7142857142857,332.6569142857143,0
2023-08-14,NA-US-OD-5th (correct),54d4375f-4c79-4444-ad83-f54362c08198,431,11792.56,10268.06,15.566666,2023-08-14,2023-08-01,280.199988,28,12.314285714285715,1,471.7024,191.502412,221.65714285714287,250.04525714285714,0
2023-08-14,NA-US-TUCS-SA-Lombrano (Correct),ee395d7f-589b-4208-a745-90a8a0aa3bfd,55,1495.26,1495.26,0.0,2023-08-14,2023-08-01,0.0,0,1.5714285714285714,0,59.8104,59.8104,28.285714285714285,31.524685714285717,0
2023-08-14,NA-US-TX-KOL-18th,40cb78af-5b18-4044-82af-8751b9c34b58,63,2033.48,1763.51,10.583333,2023-08-14,2023-08-01,190.499994,6,1.8,1,81.3392,-109.16079399999998,32.4,48.93920000000001,1
2023-08-15,NA-US-CA(N)-NH-Ruff (Kitchens),905cbe43-327f-4d3e-a897-48ee81a64ade,554,16026.97,15743.86,25.033333,2023-08-14,2023-08-01,450.599994,23,15.82857142857143,1,641.0788,190.47880600000002,284.9142857142857,356.1645142857143,0
2023-08-15,NA-US-CO-DEN-Aurora,2019e0f4-7fd8-47fd-a858-9e5c4b409a39,18,626.32,551.59,7.416667,2023-08-14,2023-08-01,133.500006,3,0.5142857142857142,1,25.0528,-108.44720600000001,9.257142857142856,15.795657142857145,1
2023-08-15,NA-US-IL-DUN-Avondale,54341152-da81-4b58-8ba3-8604bc1ff2dc,638,18258.69,15380.61,14.3,2023-08-14,2023-08-01,257.40000000000003,45,18.228571428571428,0,730.3475999999999,472.9475999999999,328.1142857142857,402.23331428571424,0
2023-08-15,NA-US-NG-OTT-Tempe (Kitchens) (correct),a9eb0fc1-7699-43b4-bd4c-6bb5b8195a87,498,14684.25,11983.61,13.216667,2023-08-14,2023-08-01,237.900006,38,14.228571428571428,0,587.37,349.46999400000004,256.1142857142857,331.2557142857143,0
2023-08-15,NA-US-OD-5th (correct),54d4375f-4c79-4444-ad83-f54362c08198,444,13533.61,11849.73,13.233334,2023-08-14,2023-08-01,238.200012,34,12.685714285714285,1,541.3444000000001,303.14438800000005,228.34285714285713,313.0015428571429,0
2023-08-15,NA-US-TUCS-SA-Lombrano (Correct),ee395d7f-589b-4208-a745-90a8a0aa3bfd,58,1782.6799999999998,1735.8899999999999,8.0,2023-08-14,2023-08-01,144.0,8,1.6571428571428573,1,71.3072,-72.6928,29.82857142857143,41.478628571428565,1
2023-08-15,NA-US-TX-KOL-18th,40cb78af-5b18-4044-82af-8751b9c34b58,44,1175.98,1141.22,0.0,2023-08-14,2023-08-01,0.0,0,1.2571428571428571,0,47.0392,47.0392,22.628571428571426,24.410628571428575,0
2023-08-16,NA-US-CA(N)-NH-Ruff (Kitchens),905cbe43-327f-4d3e-a897-48ee81a64ade,537,15948.88,15611.17,12.716667,2023-08-14,2023-08-01,228.900006,43,15.342857142857143,0,637.9552,409.05519400000003,276.1714285714286,361.7837714285714,0
2023-08-16,NA-US-CO-DEN-Aurora,2019e0f4-7fd8-47fd-a858-9e5c4b409a39,44,1369.51,1183.71,4.566667,2023-08-14,2023-08-01,82.200006,10,1.2571428571428571,1,54.7804,-27.419606,22.628571428571426,32.151828571428574,1
2023-08-16,NA-US-IL-DUN-Avondale,54341152-da81-4b58-8ba3-8604bc1ff2dc,675,20527.64,16356.78,11.966666,2023-08-14,2023-08-01,215.399988,57,19.285714285714285,0,821.1056,605.705612,347.1428571428571,473.96274285714287,0
2023-08-16,NA-US-NG-OTT-Tempe (Kitchens) (correct),a9eb0fc1-7699-43b4-bd4c-6bb5b8195a87,629,18089.14,14971.86,25.300001,2023-08-14,2023-08-01,455.40001800000005,25,17.97142857142857,1,723.5656,268.165582,323.48571428571427,400.07988571428575,0
2023-08-16,NA-US-OD-5th (correct),54d4375f-4c79-4444-ad83-f54362c08198,512,15182.13,13270.93,21.3,2023-08-14,2023-08-01,383.40000000000003,25,14.628571428571428,1,607.2852,223.8852,263.3142857142857,343.97091428571434,0
2023-08-16,NA-US-TUCS-SA-Lombrano (Correct),ee395d7f-589b-4208-a745-90a8a0aa3bfd,76,2157.47,2123.48,5.633333,2023-08-14,2023-08-01,101.399994,14,2.1714285714285713,1,86.2988,-15.101194000000007,39.08571428571428,47.21308571428572,1
2023-08-16,NA-US-TX-KOL-18th,40cb78af-5b18-4044-82af-8751b9c34b58,80,2103.41,1914.04,8.35,2023-08-14,2023-08-01,150.29999999999998,10,2.2857142857142856,1,84.1364,-66.16359999999999,41.14285714285714,42.993542857142856,1
2023-08-17,NA-US-CA(N)-NH-Ruff (Kitchens),905cbe43-327f-4d3e-a897-48ee81a64ade,476,15505.96,15252.49,17.166667,2023-08-14,2023-08-01,309.000006,28,13.6,1,620.2384,311.23839399999997,244.79999999999998,375.4384,0
2023-08-17,NA-US-CO-DEN-Aurora,2019e0f4-7fd8-47fd-a858-9e5c4b409a39,42,1115.39,971.77,5.65,2023-08-14,2023-08-01,101.7,8,1.2,1,44.61560000000001,-57.084399999999995,21.599999999999998,23.01560000000001,1
2023-08-17,NA-US-IL-DUN-Avondale,54341152-da81-4b58-8ba3-8604bc1ff2dc,681,20176.04,16226.39,12.333333,2023-08-14,2023-08-01,221.999994,56,19.457142857142856,0,807.0416,585.041606,350.2285714285714,456.8130285714286,0
2023-08-17,NA-US-NG-OTT-Tempe (Kitchens) (correct),a9eb0fc1-7699-43b4-bd4c-6bb5b8195a87,607,16110.97,14949.56,25.633334,2023-08-14,2023-08-01,461.400012,24,17.34285714285714,1,644.4388,183.038788,312.1714285714286,332.26737142857144,0
2023-08-17,NA-US-OD-5th (correct),54d4375f-4c79-4444-ad83-f54362c08198,504,14810.76,13246.25,11.683334,2023-08-14,2023-08-01,210.300012,44,14.4,0,592.4304000000001,382.13038800000004,259.2,333.2304000000001,0
2023-08-17,NA-US-TUCS-SA-Lombrano (Correct),ee395d7f-589b-4208-a745-90a8a0aa3bfd,73,1630.87,1602.87,7.583333,2023-08-14,2023-08-01,136.499994,10,2.085714285714286,1,65.23479999999999,-71.265194,37.542857142857144,27.69194285714285,1
2023-08-17,NA-US-TX-KOL-18th,40cb78af-5b18-4044-82af-8751b9c34b58,64,1839.76,1584.78,10.933333,2023-08-14,2023-08-01,196.799994,6,1.8285714285714285,1,73.5904,-123.209594,32.91428571428571,40.67611428571429,1
2023-08-18,NA-US-CA(N)-NH-Ruff (Kitchens),905cbe43-327f-4d3e-a897-48ee81a64ade,539,17379.93,16807.7,14.45,2023-08-14,2023-08-01,260.09999999999997,38,15.4,0,695.1972000000001,435.0972000000001,277.2,417.9972000000001,0
2023-08-18,NA-US-CO-DEN-Aurora,2019e0f4-7fd8-47fd-a858-9e5c4b409a39,60,2398.12,2171.35,4.25,2023-08-14,2023-08-01,76.5,15,1.7142857142857142,1,95.9248,19.424800000000005,30.857142857142854,65.06765714285714,0
2023-08-18,NA-US-IL-DUN-Avondale,54341152-da81-4b58-8ba3-8604bc1ff2dc,811,25393.33,20878.04,16.366666,2023-08-14,2023-08-01,294.599988,50,23.17142857142857,0,1015.7332000000001,721.1332120000002,417.0857142857143,598.6474857142858,0
2023-08-18,NA-US-NG-OTT-Tempe (Kitchens) (correct),a9eb0fc1-7699-43b4-bd4c-6bb5b8195a87,684,20574.81,16563.93,27.966666,2023-08-14,2023-08-01,503.399988,25,19.542857142857144,1,822.9924000000001,319.5924120000001,351.7714285714286,471.2209714285715,0
2023-08-18,NA-US-OD-5th (correct),54d4375f-4c79-4444-ad83-f54362c08198,529,16179.01,14660.0,21.483334,2023-08-14,2023-08-01,386.700012,25,15.114285714285714,1,647.1604,260.46038799999997,272.0571428571428,375.10325714285716,0
2023-08-18,NA-US-TUCS-SA-Lombrano (Correct),ee395d7f-589b-4208-a745-90a8a0aa3bfd,75,2206.92,2152.93,7.533333,2023-08-14,2023-08-01,135.599994,10,2.142857142857143,1,88.27680000000001,-47.323194,38.57142857142857,49.70537142857144,1
2023-08-18,NA-US-TX-KOL-18th,40cb78af-5b18-4044-82af-8751b9c34b58,87,2651.96,2371.95,9.0,2023-08-14,2023-08-01,162.0,10,2.4857142857142858,1,106.0784,-55.9216,44.74285714285715,61.335542857142855,1
2023-08-19,NA-US-CA(N)-NH-Ruff (Kitchens),905cbe43-327f-4d3e-a897-48ee81a64ade,503,17469.36,16966.39,16.45,2023-08-14,2023-08-01,296.09999999999997,31,14.371428571428572,1,698.7744,402.67440000000005,258.6857142857143,440.0886857142857,0
2023-08-19,NA-US-CO-DEN-Aurora,2019e0f4-7fd8-47fd-a858-9e5c4b409a39,54,1573.49,1400.81,0.0,2023-08-14,2023-08-01,0.0,0,1.542857142857143,0,62.9396,62.9396,27.771428571428572,35.168171428571426,0
2023-08-19,NA-US-IL-DUN-Avondale,54341152-da81-4b58-8ba3-8604bc1ff2dc,717,22843.92,18287.4,14.45,2023-08-14,2023-08-01,260.09999999999997,50,20.485714285714284,0,913.7568,653.6568,368.74285714285713,545.0139428571429,0
2023-08-19,NA-US-NG-OTT-Tempe (Kitchens) (correct),a9eb0fc1-7699-43b4-bd4c-6bb5b8195a87,668,20276.2,16328.98,23.3,2023-08-14,2023-08-01,419.40000000000003,29,19.085714285714285,1,811.048,391.64799999999997,343.54285714285714,467.50514285714286,0
2023-08-19,NA-US-OD-5th (correct),54d4375f-4c79-4444-ad83-f54362c08198,471,15293.0,13694.0,12.383334,2023-08-14,2023-08-01,222.900012,39,13.457142857142857,0,611.72,388.819988,242.22857142857143,369.4914285714286,0
2023-08-19,NA-US-TUCS-SA-Lombrano (Correct),ee395d7f-589b-4208-a745-90a8a0aa3bfd,70,2016.51,1988.51,8.1,2023-08-14,2023-08-01,145.79999999999998,9,2.0,1,80.6604,-65.13959999999999,36.0,44.660399999999996,1
2023-08-19,NA-US-TX-KOL-18th,40cb78af-5b18-4044-82af-8751b9c34b58,93,3165.48,2660.71,3.3,2023-08-14,2023-08-01,59.4,29,2.657142857142857,1,126.6192,67.2192,47.82857142857143,78.79062857142858,0
2023-08-20,NA-US-CA(N)-NH-Ruff (Kitchens),905cbe43-327f-4d3e-a897-48ee81a64ade,426,14726.51,14210.75,11.6,2023-08-14,2023-08-01,208.79999999999998,37,12.17142857142857,0,589.0604000000001,380.2604000000001,219.0857142857143,369.9746857142858,0
2023-08-20,NA-US-CO-DEN-Aurora,2019e0f4-7fd8-47fd-a858-9e5c4b409a39,72,2093.16,1900.57,3.9,2023-08-14,2023-08-01,70.2,19,2.057142857142857,1,83.7264,13.526399999999995,37.028571428571425,46.69782857142857,0
2023-08-20,NA-US-IL-DUN-Avondale,54341152-da81-4b58-8ba3-8604bc1ff2dc,755,23820.58,19585.78,12.7,2023-08-14,2023-08-01,228.6,60,21.571428571428573,0,952.8232,724.2232,388.28571428571433,564.5374857142857,0
2023-08-20,NA-US-NG-OTT-Tempe (Kitchens) (correct),a9eb0fc1-7699-43b4-bd4c-6bb5b8195a87,695,21644.8,18017.17,17.266667,2023-08-14,2023-08-01,310.80000600000005,41,19.857142857142858,0,865.792,554.991994,357.42857142857144,508.3634285714286,0
2023-08-20,NA-US-OD-5th (correct),54d4375f-4c79-4444-ad83-f54362c08198,600,17481.21,15811.66,9.783333,2023-08-14,2023-08-01,176.099994,62,17.142857142857142,0,699.2484,523.1484059999999,308.57142857142856,390.6769714285714,0
2023-08-20,NA-US-TUCS-SA-Lombrano (Correct),ee395d7f-589b-4208-a745-90a8a0aa3bfd,47,1401.99,1401.99,0.0,2023-08-14,2023-08-01,0.0,0,1.3428571428571427,0,56.0796,56.0796,24.17142857142857,31.90817142857143,0
2023-08-20,NA-US-TX-KOL-18th,40cb78af-5b18-4044-82af-8751b9c34b58,89,3651.6400000000003,2937.6400000000003,0.0,2023-08-14,2023-08-01,0.0,0,2.5428571428571427,0,146.06560000000002,146.06560000000002,45.77142857142857,100.29417142857145,0
2023-08-21,NA-US-CA(N)-NH-Ruff (Kitchens),905cbe43-327f-4d3e-a897-48ee81a64ade,453,14847.39,14540.29,27.966667,2023-08-21,2023-08-01,503.400006,17,12.942857142857143,1,593.8956,90.49559399999993,232.9714285714286,360.92417142857136,0
2023-08-21,NA-US-CO-DEN-Aurora,2019e0f4-7fd8-47fd-a858-9e5c4b409a39,37,1281.69,1140.64,0.45,2023-08-21,2023-08-01,8.1,83,1.0571428571428572,0,51.2676,43.1676,19.02857142857143,32.23902857142858,0
2023-08-21,NA-US-IL-DUN-Avondale,54341152-da81-4b58-8ba3-8604bc1ff2dc,646,19251.34,15657.56,13.3,2023-08-21,2023-08-01,239.4,49,18.457142857142856,0,770.0536000000001,530.6536000000001,332.2285714285714,437.8250285714287,0
2023-08-21,NA-US-NG-OTT-Tempe (Kitchens) (correct),a9eb0fc1-7699-43b4-bd4c-6bb5b8195a87,513,15189.93,11821.12,18.25,2023-08-21,2023-08-01,328.5,29,14.657142857142857,1,607.5972,279.09720000000004,263.8285714285714,343.7686285714286,0
2023-08-21,NA-US-OD-5th (correct),54d4375f-4c79-4444-ad83-f54362c08198,395,12233.93,11253.69,7.8,2023-08-21,2023-08-01,140.4,51,11.285714285714286,0,489.35720000000003,348.95720000000006,203.14285714285717,286.21434285714287,0
2023-08-21,NA-US-TUCS-SA-Lombrano (Correct),ee395d7f-589b-4208-a745-90a8a0aa3bfd,54,1404.84,1353.84,0.0,2023-08-21,2023-08-01,0.0,0,1.542857142857143,0,56.193599999999996,56.193599999999996,27.771428571428572,28.422171428571424,0
2023-08-21,NA-US-TX-KOL-18th,40cb78af-5b18-4044-82af-8751b9c34b58,77,2306.67,2089.7200000000003,0.0,2023-08-21,2023-08-01,0.0,0,2.2,0,92.2668,92.2668,39.6,52.6668,0
2023-08-22,NA-US-CA(N)-NH-Ruff (Kitchens),905cbe43-327f-4d3e-a897-48ee81a64ade,505,14537.85,14198.75,27.2,2023-08-21,2023-08-01,489.59999999999997,19,14.428571428571429,1,581.514,91.91400000000004,259.7142857142857,321.7997142857143,0
2023-08-22,NA-US-CO-DEN-Aurora,2019e0f4-7fd8-47fd-a858-9e5c4b409a39,21,675.5799999999999,540.6999999999999,7.383333,2023-08-21,2023-08-01,132.899994,3,0.6,1,27.0232,-105.87679399999999,10.799999999999999,16.2232,1
2023-08-22,NA-US-IL-DUN-Avondale,54341152-da81-4b58-8ba3-8604bc1ff2dc,675,20018.5,16198.42,14.266667,2023-08-21,2023-08-01,256.800006,48,19.285714285714285,0,800.74,543.9399940000001,347.1428571428571,453.5971428571429,0
2023-08-22,NA-US-NG-OTT-Tempe (Kitchens) (correct),a9eb0fc1-7699-43b4-bd4c-6bb5b8195a87,614,17221.329999999998,13877.58,15.883334,2023-08-21,2023-08-01,285.900012,39,17.542857142857144,0,688.8531999999999,402.9531879999999,315.7714285714286,373.0817714285713,0
2023-08-22,NA-US-OD-5th (correct),54d4375f-4c79-4444-ad83-f54362c08198,460,14898.38,13546.8,13.183333,2023-08-21,2023-08-01,237.299994,35,13.142857142857142,1,595.9352,358.63520600000004,236.57142857142856,359.36377142857145,0
2023-08-22,NA-US-TUCS-SA-Lombrano (Correct),ee395d7f-589b-4208-a745-90a8a0aa3bfd,76,2095.21,2048.73,8.883333,2023-08-21,2023-08-01,159.899994,9,2.1714285714285713,1,83.8084,-76.09159399999999,39.08571428571428,44.722685714285724,1
2023-08-22,NA-US-TX-KOL-18th,40cb78af-5b18-4044-82af-8751b9c34b58,39,1107.33,1021.85,0.0,2023-08-21,2023-08-01,0.0,0,1.1142857142857143,0,44.2932,44.2932,20.057142857142857,24.236057142857142,0
2023-08-23,NA-US-CA(N)-NH-Ruff (Kitchens),905cbe43-327f-4d3e-a897-48ee81a64ade,505,15226.01,14771.19,28.233334,2023-08-21,2023-08-01,508.200012,18,14.428571428571429,1,609.0404,100.84038799999996,259.7142857142857,349.32611428571425,0
2023-08-23,NA-US-CO-DEN-Aurora,2019e0f4-7fd8-47fd-a858-9e5c4b409a39,46,1596.22,1430.08,5.7,2023-08-21,2023-08-01,102.60000000000001,9,1.3142857142857143,1,63.848800000000004,-38.751200000000004,23.65714285714286,40.191657142857146,1
2023-08-23,NA-US-IL-DUN-Avondale,54341152-da81-4b58-8ba3-8604bc1ff2dc,716,22393.83,18372.01,15.966667,2023-08-21,2023-08-01,287.40000599999996,45,20.457142857142856,0,895.7532000000001,608.3531940000001,368.2285714285714,527.5246285714287,0
2023-08-23,NA-US-NG-OTT-Tempe (Kitchens) (correct),a9eb0fc1-7699-43b4-bd4c-6bb5b8195a87,555,15870.82,13233.44,26.433334,2023-08-21,2023-08-01,475.800012,21,15.857142857142858,1,634.8328,159.03278800000004,285.42857142857144,349.4042285714286,0
2023-08-23,NA-US-OD-5th (correct),54d4375f-4c79-4444-ad83-f54362c08198,473,15168.25,13675.64,25.75,2023-08-21,2023-08-01,463.5,19,13.514285714285714,1,606.73,143.23000000000002,243.25714285714287,363.47285714285715,0
2023-08-23,NA-US-TUCS-SA-Lombrano (Correct),ee395d7f-589b-4208-a745-90a8a0aa3bfd,79,2082.21,2015.96,7.9,2023-08-21,2023-08-01,142.20000000000002,10,2.257142857142857,1,83.28840000000001,-58.91160000000001,40.628571428571426,42.659828571428584,1
2023-08-23,NA-US-TX-KOL-18th,40cb78af-5b18-4044-82af-8751b9c34b58,63,1699.29,1459.8,0.0,2023-08-21,2023-08-01,0.0,0,1.8,0,67.9716,67.9716,32.4,35.5716,0
2023-08-24,NA-US-CA(N)-NH-Ruff (Kitchens),905cbe43-327f-4d3e-a897-48ee81a64ade,481,14318.44,13963.61,28.583334,2023-08-21,2023-08-01,514.500012,17,13.742857142857142,1,572.7376,58.23758800000007,247.37142857142857,325.3661714285715,0
2023-08-24,NA-US-CO-DEN-Aurora,2019e0f4-7fd8-47fd-a858-9e5c4b409a39,55,1651.69,1463.37,7.55,2023-08-21,2023-08-01,135.9,8,1.5714285714285714,1,66.0676,-69.8324,28.285714285714285,37.781885714285714,1
2023-08-24,NA-US-IL-DUN-Avondale,54341152-da81-4b58-8ba3-8604bc1ff2dc,783,23368.33,19417.46,16.4,2023-08-21,2023-08-01,295.2,48,22.37142857142857,0,934.7332000000001,639.5332000000001,402.68571428571425,532.0474857142858,0
2023-08-24,NA-US-NG-OTT-Tempe (Kitchens) (correct),a9eb0fc1-7699-43b4-bd4c-6bb5b8195a87,613,17388.64,13875.89,26.133333,2023-08-21,2023-08-01,470.399994,24,17.514285714285716,1,695.5456,225.14560600000004,315.25714285714287,380.28845714285717,0
2023-08-24,NA-US-OD-5th (correct),54d4375f-4c79-4444-ad83-f54362c08198,487,15507.32,13948.23,27.516666,2023-08-21,2023-08-01,495.299988,18,13.914285714285715,1,620.2928,124.99281200000007,250.45714285714286,369.8356571428572,0
2023-08-24,NA-US-TUCS-SA-Lombrano (Correct),ee395d7f-589b-4208-a745-90a8a0aa3bfd,83,2251.05,2093.31,5.083333,2023-08-21,2023-08-01,91.49999399999999,17,2.3714285714285714,1,90.04200000000002,-1.457993999999971,42.68571428571428,47.35628571428573,1
2023-08-24,NA-US-TX-KOL-18th,40cb78af-5b18-4044-82af-8751b9c34b58,76,1736.39,1616.63,0.0,2023-08-21,2023-08-01,0.0,0,2.1714285714285713,0,69.4556,69.4556,39.08571428571428,30.369885714285722,0
2023-08-25,NA-US-CA(N)-NH-Ruff (Kitchens),905cbe43-327f-4d3e-a897-48ee81a64ade,488,15937.24,15665.59,24.5,2023-08-21,2023-08-01,441.0,20,13.942857142857143,1,637.4896,196.4896,250.9714285714286,386.5181714285714,0
2023-08-25,NA-US-CO-DEN-Aurora,2019e0f4-7fd8-47fd-a858-9e5c4b409a39,58,1948.82,1697.56,0.0,2023-08-21,2023-08-01,0.0,0,1.6571428571428573,0,77.9528,77.9528,29.82857142857143,48.12422857142857,0
2023-08-25,NA-US-IL-DUN-Avondale,54341152-da81-4b58-8ba3-8604bc1ff2dc,741,22022.61,18524.05,12.7,2023-08-21,2023-08-01,228.6,59,21.17142857142857,0,880.9044,652.3044,381.0857142857143,499.8186857142857,0
2023-08-25,NA-US-NG-OTT-Tempe (Kitchens) (correct),a9eb0fc1-7699-43b4-bd4c-6bb5b8195a87,651,19280.44,16466.43,22.2,2023-08-21,2023-08-01,399.59999999999997,30,18.6,1,771.2176,371.6176,334.8,436.41759999999994,0
2023-08-25,NA-US-OD-5th (correct),54d4375f-4c79-4444-ad83-f54362c08198,531,16230.81,14524.01,24.3,2023-08-21,2023-08-01,437.40000000000003,22,15.17142857142857,1,649.2324,211.83239999999995,273.0857142857143,376.1466857142857,0
2023-08-25,NA-US-TUCS-SA-Lombrano (Correct),ee395d7f-589b-4208-a745-90a8a0aa3bfd,85,2665.77,2552.02,7.8,2023-08-21,2023-08-01,140.4,11,2.4285714285714284,1,106.63080000000001,-33.7692,43.71428571428571,62.9165142857143,1
