date,facility_id,facility,hours_staffed,daily_cr_labor_hours_allocation,week,month,labor_cost
2023-08-14,54d4375f-4c79-4444-ad83-f54362c08198,NA-US-OD-5th (correct),15.566666,0.0,2023-08-14,2023-08-01,280.199988
2023-09-04,54d4375f-4c79-4444-ad83-f54362c08198,NA-US-OD-5th (correct),2.166667,0.0,2023-09-04,2023-09-01,39.000006
2023-09-02,54d4375f-4c79-4444-ad83-f54362c08198,NA-US-OD-5th (correct),6.2,0.0,2023-08-28,2023-09-01,111.60000000000001
2023-09-06,54d4375f-4c79-4444-ad83-f54362c08198,NA-US-OD-5th (correct),0.0,0.0,2023-09-04,2023-09-01,0.0
2023-08-08,54d4375f-4c79-4444-ad83-f54362c08198,NA-US-OD-5th (correct),9.7,0.0,2023-08-07,2023-08-01,174.6
2023-08-12,54d4375f-4c79-4444-ad83-f54362c08198,NA-US-OD-5th (correct),13.683334,0.0,2023-08-07,2023-08-01,246.300012
2023-08-07,54d4375f-4c79-4444-ad83-f54362c08198,NA-US-OD-5th (correct),9.866666,0.0,2023-08-07,2023-08-01,177.599988
2023-09-03,54d4375f-4c79-4444-ad83-f54362c08198,NA-US-OD-5th (correct),10.766666,0.0,2023-08-28,2023-09-01,193.799988
2023-08-29,54d4375f-4c79-4444-ad83-f54362c08198,NA-US-OD-5th (correct),18.816667,0.0,2023-08-28,2023-08-01,338.700006
2023-08-18,54d4375f-4c79-4444-ad83-f54362c08198,NA-US-OD-5th (correct),21.483334,0.0,2023-08-14,2023-08-01,386.700012
2023-08-09,54d4375f-4c79-4444-ad83-f54362c08198,NA-US-OD-5th (correct),22.633333,0.0,2023-08-07,2023-08-01,407.399994
2023-08-26,905cbe43-327f-4d3e-a897-48ee81a64ade,NA-US-CA(N)-NH-Ruff (Kitchens),21.566667,0.0,2023-08-21,2023-08-01,388.200006
2023-08-06,905cbe43-327f-4d3e-a897-48ee81a64ade,NA-US-CA(N)-NH-Ruff (Kitchens),11.2,0.0,2023-07-31,2023-08-01,201.6
2023-08-22,905cbe43-327f-4d3e-a897-48ee81a64ade,NA-US-CA(N)-NH-Ruff (Kitchens),27.2,0.0,2023-08-21,2023-08-01,489.59999999999997
2023-08-09,905cbe43-327f-4d3e-a897-48ee81a64ade,NA-US-CA(N)-NH-Ruff (Kitchens),18.466667,0.0,2023-08-07,2023-08-01,332.400006
2023-08-20,905cbe43-327f-4d3e-a897-48ee81a64ade,NA-US-CA(N)-NH-Ruff (Kitchens),11.6,0.0,2023-08-14,2023-08-01,208.79999999999998
2023-08-17,905cbe43-327f-4d3e-a897-48ee81a64ade,NA-US-CA(N)-NH-Ruff (Kitchens),17.166667,0.0,2023-08-14,2023-08-01,309.000006
2023-08-10,905cbe43-327f-4d3e-a897-48ee81a64ade,NA-US-CA(N)-NH-Ruff (Kitchens),18.416666,0.0,2023-08-07,2023-08-01,331.499988
2023-09-03,905cbe43-327f-4d3e-a897-48ee81a64ade,NA-US-CA(N)-NH-Ruff (Kitchens),23.433333,0.0,2023-08-28,2023-09-01,421.799994
2023-08-15,905cbe43-327f-4d3e-a897-48ee81a64ade,NA-US-CA(N)-NH-Ruff (Kitchens),25.033333,0.0,2023-08-14,2023-08-01,450.599994
2023-08-19,905cbe43-327f-4d3e-a897-48ee81a64ade,NA-US-CA(N)-NH-Ruff (Kitchens),16.45,0.0,2023-08-14,2023-08-01,296.09999999999997
2023-08-21,905cbe43-327f-4d3e-a897-48ee81a64ade,NA-US-CA(N)-NH-Ruff (Kitchens),27.966667,0.0,2023-08-21,2023-08-01,503.400006
2023-08-01,905cbe43-327f-4d3e-a897-48ee81a64ade,NA-US-CA(N)-NH-Ruff (Kitchens),29.483333,0.0,2023-07-31,2023-08-01,530.699994
2023-08-07,905cbe43-327f-4d3e-a897-48ee81a64ade,NA-US-CA(N)-NH-Ruff (Kitchens),17.466667,0.0,2023-08-07,2023-08-01,314.400006
2023-09-04,905cbe43-327f-4d3e-a897-48ee81a64ade,NA-US-CA(N)-NH-Ruff (Kitchens),0.0,0.0,2023-09-04,2023-09-01,0.0
2023-08-28,905cbe43-327f-4d3e-a897-48ee81a64ade,NA-US-CA(N)-NH-Ruff (Kitchens),27.9,0.0,2023-08-28,2023-08-01,502.2
2023-08-16,905cbe43-327f-4d3e-a897-48ee81a64ade,NA-US-CA(N)-NH-Ruff (Kitchens),12.716667,0.0,2023-08-14,2023-08-01,228.900006
2023-08-13,905cbe43-327f-4d3e-a897-48ee81a64ade,NA-US-CA(N)-NH-Ruff (Kitchens),16.483333,0.0,2023-08-07,2023-08-01,296.69999399999995
2023-08-30,905cbe43-327f-4d3e-a897-48ee81a64ade,NA-US-CA(N)-NH-Ruff (Kitchens),27.35,0.0,2023-08-28,2023-08-01,492.3
2023-08-02,905cbe43-327f-4d3e-a897-48ee81a64ade,NA-US-CA(N)-NH-Ruff (Kitchens),25.1,0.0,2023-07-31,2023-08-01,451.8
2023-08-29,905cbe43-327f-4d3e-a897-48ee81a64ade,NA-US-CA(N)-NH-Ruff (Kitchens),34.466668,0.0,2023-08-28,2023-08-01,620.400024
2023-08-31,905cbe43-327f-4d3e-a897-48ee81a64ade,NA-US-CA(N)-NH-Ruff (Kitchens),30.766667,0.0,2023-08-28,2023-08-01,553.800006
2023-08-04,905cbe43-327f-4d3e-a897-48ee81a64ade,NA-US-CA(N)-NH-Ruff (Kitchens),18.916667,0.0,2023-07-31,2023-08-01,340.500006
2023-08-24,905cbe43-327f-4d3e-a897-48ee81a64ade,NA-US-CA(N)-NH-Ruff (Kitchens),28.583334,0.0,2023-08-21,2023-08-01,514.500012
2023-08-12,905cbe43-327f-4d3e-a897-48ee81a64ade,NA-US-CA(N)-NH-Ruff (Kitchens),21.65,0.0,2023-08-07,2023-08-01,389.7
2023-08-25,905cbe43-327f-4d3e-a897-48ee81a64ade,NA-US-CA(N)-NH-Ruff (Kitchens),24.5,0.0,2023-08-21,2023-08-01,441.0
2023-08-18,905cbe43-327f-4d3e-a897-48ee81a64ade,NA-US-CA(N)-NH-Ruff (Kitchens),14.45,0.0,2023-08-14,2023-08-01,260.09999999999997
2023-09-07,905cbe43-327f-4d3e-a897-48ee81a64ade,NA-US-CA(N)-NH-Ruff (Kitchens),0.0,0.0,2023-09-04,2023-09-01,0.0
2023-08-11,905cbe43-327f-4d3e-a897-48ee81a64ade,NA-US-CA(N)-NH-Ruff (Kitchens),25.183334,0.0,2023-08-07,2023-08-01,453.300012
2023-08-14,905cbe43-327f-4d3e-a897-48ee81a64ade,NA-US-CA(N)-NH-Ruff (Kitchens),24.416667,0.0,2023-08-14,2023-08-01,439.500006
2023-09-05,905cbe43-327f-4d3e-a897-48ee81a64ade,NA-US-CA(N)-NH-Ruff (Kitchens),0.0,0.0,2023-09-04,2023-09-01,0.0
2023-08-05,905cbe43-327f-4d3e-a897-48ee81a64ade,NA-US-CA(N)-NH-Ruff (Kitchens),22.416667,0.0,2023-07-31,2023-08-01,403.500006
2023-09-06,905cbe43-327f-4d3e-a897-48ee81a64ade,NA-US-CA(N)-NH-Ruff (Kitchens),0.0,0.0,2023-09-04,2023-09-01,0.0
2023-09-01,905cbe43-327f-4d3e-a897-48ee81a64ade,NA-US-CA(N)-NH-Ruff (Kitchens),26.899999,0.0,2023-08-28,2023-09-01,484.19998200000003
2023-08-23,905cbe43-327f-4d3e-a897-48ee81a64ade,NA-US-CA(N)-NH-Ruff (Kitchens),28.233334,0.0,2023-08-21,2023-08-01,508.200012
2023-08-27,905cbe43-327f-4d3e-a897-48ee81a64ade,NA-US-CA(N)-NH-Ruff (Kitchens),20.566667,0.0,2023-08-21,2023-08-01,370.200006
2023-08-03,905cbe43-327f-4d3e-a897-48ee81a64ade,NA-US-CA(N)-NH-Ruff (Kitchens),19.2,0.0,2023-07-31,2023-08-01,345.59999999999997
2023-08-08,905cbe43-327f-4d3e-a897-48ee81a64ade,NA-US-CA(N)-NH-Ruff (Kitchens),18.733334,0.0,2023-08-07,2023-08-01,337.200012
2023-09-02,905cbe43-327f-4d3e-a897-48ee81a64ade,NA-US-CA(N)-NH-Ruff (Kitchens),21.866667,0.0,2023-08-28,2023-09-01,393.600006
2023-08-31,a9eb0fc1-7699-43b4-bd4c-6bb5b8195a87,NA-US-NG-OTT-Tempe (Kitchens) (correct),26.500001,0.0,2023-08-28,2023-08-01,477.000018
2023-08-27,a9eb0fc1-7699-43b4-bd4c-6bb5b8195a87,NA-US-NG-OTT-Tempe (Kitchens) (correct),25.933333,0.0,2023-08-21,2023-08-01,466.799994
2023-08-17,a9eb0fc1-7699-43b4-bd4c-6bb5b8195a87,NA-US-NG-OTT-Tempe (Kitchens) (correct),25.633334,0.0,2023-08-14,2023-08-01,461.400012
2023-08-16,a9eb0fc1-7699-43b4-bd4c-6bb5b8195a87,NA-US-NG-OTT-Tempe (Kitchens) (correct),25.300001,0.0,2023-08-14,2023-08-01,455.40001800000005
2023-08-25,a9eb0fc1-7699-43b4-bd4c-6bb5b8195a87,NA-US-NG-OTT-Tempe (Kitchens) (correct),22.2,0.0,2023-08-21,2023-08-01,399.59999999999997
2023-08-02,a9eb0fc1-7699-43b4-bd4c-6bb5b8195a87,NA-US-NG-OTT-Tempe (Kitchens) (correct),14.066667,0.0,2023-07-31,2023-08-01,253.200006
2023-08-28,a9eb0fc1-7699-43b4-bd4c-6bb5b8195a87,NA-US-NG-OTT-Tempe (Kitchens) (correct),13.15,0.0,2023-08-28,2023-08-01,236.70000000000002
2023-09-05,a9eb0fc1-7699-43b4-bd4c-6bb5b8195a87,NA-US-NG-OTT-Tempe (Kitchens) (correct),0.0,0.0,2023-09-04,2023-09-01,0.0
2023-08-15,a9eb0fc1-7699-43b4-bd4c-6bb5b8195a87,NA-US-NG-OTT-Tempe (Kitchens) (correct),13.216667,0.0,2023-08-14,2023-08-01,237.900006
2023-08-06,a9eb0fc1-7699-43b4-bd4c-6bb5b8195a87,NA-US-NG-OTT-Tempe (Kitchens) (correct),13.333334,0.0,2023-07-31,2023-08-01,240.00001200000003
2023-08-12,a9eb0fc1-7699-43b4-bd4c-6bb5b8195a87,NA-US-NG-OTT-Tempe (Kitchens) (correct),21.6,0.0,2023-08-07,2023-08-01,388.8
2023-08-07,a9eb0fc1-7699-43b4-bd4c-6bb5b8195a87,NA-US-NG-OTT-Tempe (Kitchens) (correct),13.166667,0.0,2023-08-07,2023-08-01,237.000006
2023-09-07,a9eb0fc1-7699-43b4-bd4c-6bb5b8195a87,NA-US-NG-OTT-Tempe (Kitchens) (correct),0.0,0.0,2023-09-04,2023-09-01,0.0
2023-09-04,a9eb0fc1-7699-43b4-bd4c-6bb5b8195a87,NA-US-NG-OTT-Tempe (Kitchens) (correct),0.0,0.0,2023-09-04,2023-09-01,0.0
2023-08-05,a9eb0fc1-7699-43b4-bd4c-6bb5b8195a87,NA-US-NG-OTT-Tempe (Kitchens) (correct),17.233333,0.0,2023-07-31,2023-08-01,310.19999399999995
2023-08-01,a9eb0fc1-7699-43b4-bd4c-6bb5b8195a87,NA-US-NG-OTT-Tempe (Kitchens) (correct),13.166667,0.0,2023-07-31,2023-08-01,237.000006
2023-08-20,a9eb0fc1-7699-43b4-bd4c-6bb5b8195a87,NA-US-NG-OTT-Tempe (Kitchens) (correct),17.266667,0.0,2023-08-14,2023-08-01,310.80000600000005
2023-09-02,a9eb0fc1-7699-43b4-bd4c-6bb5b8195a87,NA-US-NG-OTT-Tempe (Kitchens) (correct),26.3,0.0,2023-08-28,2023-09-01,473.40000000000003
2023-08-26,a9eb0fc1-7699-43b4-bd4c-6bb5b8195a87,NA-US-NG-OTT-Tempe (Kitchens) (correct),22.7,0.0,2023-08-21,2023-08-01,408.59999999999997
2023-08-24,a9eb0fc1-7699-43b4-bd4c-6bb5b8195a87,NA-US-NG-OTT-Tempe (Kitchens) (correct),26.133333,0.0,2023-08-21,2023-08-01,470.399994
2023-08-03,a9eb0fc1-7699-43b4-bd4c-6bb5b8195a87,NA-US-NG-OTT-Tempe (Kitchens) (correct),16.9,0.0,2023-07-31,2023-08-01,304.2
2023-09-06,a9eb0fc1-7699-43b4-bd4c-6bb5b8195a87,NA-US-NG-OTT-Tempe (Kitchens) (correct),0.0,0.0,2023-09-04,2023-09-01,0.0
2023-08-18,a9eb0fc1-7699-43b4-bd4c-6bb5b8195a87,NA-US-NG-OTT-Tempe (Kitchens) (correct),27.966666,0.0,2023-08-14,2023-08-01,503.399988
2023-08-09,a9eb0fc1-7699-43b4-bd4c-6bb5b8195a87,NA-US-NG-OTT-Tempe (Kitchens) (correct),22.483333,0.0,2023-08-07,2023-08-01,404.69999399999995
2023-08-19,a9eb0fc1-7699-43b4-bd4c-6bb5b8195a87,NA-US-NG-OTT-Tempe (Kitchens) (correct),23.3,0.0,2023-08-14,2023-08-01,419.40000000000003
2023-09-01,a9eb0fc1-7699-43b4-bd4c-6bb5b8195a87,NA-US-NG-OTT-Tempe (Kitchens) (correct),24.65,0.0,2023-08-28,2023-09-01,443.7
2023-09-03,a9eb0fc1-7699-43b4-bd4c-6bb5b8195a87,NA-US-NG-OTT-Tempe (Kitchens) (correct),25.916666,0.0,2023-08-28,2023-09-01,466.499988
2023-08-23,a9eb0fc1-7699-43b4-bd4c-6bb5b8195a87,NA-US-NG-OTT-Tempe (Kitchens) (correct),26.433334,0.0,2023-08-21,2023-08-01,475.800012
2023-08-29,a9eb0fc1-7699-43b4-bd4c-6bb5b8195a87,NA-US-NG-OTT-Tempe (Kitchens) (correct),18.05,0.0,2023-08-28,2023-08-01,324.90000000000003
2023-08-10,a9eb0fc1-7699-43b4-bd4c-6bb5b8195a87,NA-US-NG-OTT-Tempe (Kitchens) (correct),25.983334,0.0,2023-08-07,2023-08-01,467.700012
2023-08-04,a9eb0fc1-7699-43b4-bd4c-6bb5b8195a87,NA-US-NG-OTT-Tempe (Kitchens) (correct),27.566667,0.0,2023-07-31,2023-08-01,496.200006
2023-08-13,a9eb0fc1-7699-43b4-bd4c-6bb5b8195a87,NA-US-NG-OTT-Tempe (Kitchens) (correct),24.183333,0.0,2023-08-07,2023-08-01,435.299994
2023-08-22,a9eb0fc1-7699-43b4-bd4c-6bb5b8195a87,NA-US-NG-OTT-Tempe (Kitchens) (correct),15.883334,0.0,2023-08-21,2023-08-01,285.900012
2023-08-30,a9eb0fc1-7699-43b4-bd4c-6bb5b8195a87,NA-US-NG-OTT-Tempe (Kitchens) (correct),26.216666,0.0,2023-08-28,2023-08-01,471.899988
2023-08-08,a9eb0fc1-7699-43b4-bd4c-6bb5b8195a87,NA-US-NG-OTT-Tempe (Kitchens) (correct),13.9,0.0,2023-08-07,2023-08-01,250.20000000000002
2023-08-21,a9eb0fc1-7699-43b4-bd4c-6bb5b8195a87,NA-US-NG-OTT-Tempe (Kitchens) (correct),18.25,0.0,2023-08-21,2023-08-01,328.5
2023-08-11,a9eb0fc1-7699-43b4-bd4c-6bb5b8195a87,NA-US-NG-OTT-Tempe (Kitchens) (correct),23.316667,0.0,2023-08-07,2023-08-01,419.700006
2023-08-14,a9eb0fc1-7699-43b4-bd4c-6bb5b8195a87,NA-US-NG-OTT-Tempe (Kitchens) (correct),13.166667,0.0,2023-08-14,2023-08-01,237.000006
2023-08-08,ee395d7f-589b-4208-a745-90a8a0aa3bfd,NA-US-TUCS-SA-Lombrano (Correct),7.766667,0.0,2023-08-07,2023-08-01,139.800006
2023-08-02,ee395d7f-589b-4208-a745-90a8a0aa3bfd,NA-US-TUCS-SA-Lombrano (Correct),7.916667,0.0,2023-07-31,2023-08-01,142.500006
2023-09-03,ee395d7f-589b-4208-a745-90a8a0aa3bfd,NA-US-TUCS-SA-Lombrano (Correct),0.0,0.0,2023-08-28,2023-09-01,0.0
2023-08-18,ee395d7f-589b-4208-a745-90a8a0aa3bfd,NA-US-TUCS-SA-Lombrano (Correct),7.533333,0.0,2023-08-14,2023-08-01,135.599994
2023-08-09,ee395d7f-589b-4208-a745-90a8a0aa3bfd,NA-US-TUCS-SA-Lombrano (Correct),8.616667,0.0,2023-08-07,2023-08-01,155.100006
2023-08-20,ee395d7f-589b-4208-a745-90a8a0aa3bfd,NA-US-TUCS-SA-Lombrano (Correct),0.0,0.0,2023-08-14,2023-08-01,0.0
2023-09-01,ee395d7f-589b-4208-a745-90a8a0aa3bfd,NA-US-TUCS-SA-Lombrano (Correct),4.016667,0.0,2023-08-28,2023-09-01,72.300006
2023-08-11,ee395d7f-589b-4208-a745-90a8a0aa3bfd,NA-US-TUCS-SA-Lombrano (Correct),8.1,0.0,2023-08-07,2023-08-01,145.79999999999998
2023-08-15,ee395d7f-589b-4208-a745-90a8a0aa3bfd,NA-US-TUCS-SA-Lombrano (Correct),8.0,0.0,2023-08-14,2023-08-01,144.0
2023-08-03,ee395d7f-589b-4208-a745-90a8a0aa3bfd,NA-US-TUCS-SA-Lombrano (Correct),8.0,0.0,2023-07-31,2023-08-01,144.0
2023-08-01,ee395d7f-589b-4208-a745-90a8a0aa3bfd,NA-US-TUCS-SA-Lombrano (Correct),8.066667,0.0,2023-07-31,2023-08-01,145.200006
2023-08-19,ee395d7f-589b-4208-a745-90a8a0aa3bfd,NA-US-TUCS-SA-Lombrano (Correct),8.1,0.0,2023-08-14,2023-08-01,145.79999999999998
2023-08-04,ee395d7f-589b-4208-a745-90a8a0aa3bfd,NA-US-TUCS-SA-Lombrano (Correct),7.266667,0.0,2023-07-31,2023-08-01,130.800006
2023-08-13,ee395d7f-589b-4208-a745-90a8a0aa3bfd,NA-US-TUCS-SA-Lombrano (Correct),0.0,0.0,2023-08-07,2023-08-01,0.0
2023-09-07,ee395d7f-589b-4208-a745-90a8a0aa3bfd,NA-US-TUCS-SA-Lombrano (Correct),0.0,0.0,2023-09-04,2023-09-01,0.0
2023-09-04,ee395d7f-589b-4208-a745-90a8a0aa3bfd,NA-US-TUCS-SA-Lombrano (Correct),0.0,0.0,2023-09-04,2023-09-01,0.0
2023-08-31,ee395d7f-589b-4208-a745-90a8a0aa3bfd,NA-US-TUCS-SA-Lombrano (Correct),7.866667,0.0,2023-08-28,2023-08-01,141.600006
2023-08-30,ee395d7f-589b-4208-a745-90a8a0aa3bfd,NA-US-TUCS-SA-Lombrano (Correct),8.0,0.0,2023-08-28,2023-08-01,144.0
2023-08-25,ee395d7f-589b-4208-a745-90a8a0aa3bfd,NA-US-TUCS-SA-Lombrano (Correct),7.8,0.0,2023-08-21,2023-08-01,140.4
2023-08-21,ee395d7f-589b-4208-a745-90a8a0aa3bfd,NA-US-TUCS-SA-Lombrano (Correct),0.0,0.0,2023-08-21,2023-08-01,0.0
2023-08-23,ee395d7f-589b-4208-a745-90a8a0aa3bfd,NA-US-TUCS-SA-Lombrano (Correct),7.9,0.0,2023-08-21,2023-08-01,142.20000000000002
2023-08-28,ee395d7f-589b-4208-a745-90a8a0aa3bfd,NA-US-TUCS-SA-Lombrano (Correct),0.0,0.0,2023-08-28,2023-08-01,0.0
2023-08-26,ee395d7f-589b-4208-a745-90a8a0aa3bfd,NA-US-TUCS-SA-Lombrano (Correct),8.25,0.0,2023-08-21,2023-08-01,148.5
2023-08-17,ee395d7f-589b-4208-a745-90a8a0aa3bfd,NA-US-TUCS-SA-Lombrano (Correct),7.583333,0.0,2023-08-14,2023-08-01,136.499994
2023-08-06,ee395d7f-589b-4208-a745-90a8a0aa3bfd,NA-US-TUCS-SA-Lombrano (Correct),0.0,0.0,2023-07-31,2023-08-01,0.0
2023-08-24,ee395d7f-589b-4208-a745-90a8a0aa3bfd,NA-US-TUCS-SA-Lombrano (Correct),5.083333,0.0,2023-08-21,2023-08-01,91.49999399999999
2023-08-07,ee395d7f-589b-4208-a745-90a8a0aa3bfd,NA-US-TUCS-SA-Lombrano (Correct),0.0,0.0,2023-08-07,2023-08-01,0.0
2023-08-29,ee395d7f-589b-4208-a745-90a8a0aa3bfd,NA-US-TUCS-SA-Lombrano (Correct),12.133333,0.0,2023-08-28,2023-08-01,218.399994
2023-08-10,ee395d7f-589b-4208-a745-90a8a0aa3bfd,NA-US-TUCS-SA-Lombrano (Correct),7.85,0.0,2023-08-07,2023-08-01,141.29999999999998
2023-08-05,ee395d7f-589b-4208-a745-90a8a0aa3bfd,NA-US-TUCS-SA-Lombrano (Correct),6.983333,0.0,2023-07-31,2023-08-01,125.699994
2023-08-16,ee395d7f-589b-4208-a745-90a8a0aa3bfd,NA-US-TUCS-SA-Lombrano (Correct),5.633333,0.0,2023-08-14,2023-08-01,101.399994
2023-08-12,ee395d7f-589b-4208-a745-90a8a0aa3bfd,NA-US-TUCS-SA-Lombrano (Correct),6.883333,0.0,2023-08-07,2023-08-01,123.899994
2023-08-14,ee395d7f-589b-4208-a745-90a8a0aa3bfd,NA-US-TUCS-SA-Lombrano (Correct),0.0,0.0,2023-08-14,2023-08-01,0.0
2023-08-27,ee395d7f-589b-4208-a745-90a8a0aa3bfd,NA-US-TUCS-SA-Lombrano (Correct),0.0,0.0,2023-08-21,2023-08-01,0.0
2023-09-06,ee395d7f-589b-4208-a745-90a8a0aa3bfd,NA-US-TUCS-SA-Lombrano (Correct),0.0,0.0,2023-09-04,2023-09-01,0.0
2023-08-22,ee395d7f-589b-4208-a745-90a8a0aa3bfd,NA-US-TUCS-SA-Lombrano (Correct),8.883333,0.0,2023-08-21,2023-08-01,159.899994
2023-09-02,ee395d7f-589b-4208-a745-90a8a0aa3bfd,NA-US-TUCS-SA-Lombrano (Correct),6.933333,0.0,2023-08-28,2023-09-01,124.799994
2023-09-05,ee395d7f-589b-4208-a745-90a8a0aa3bfd,NA-US-TUCS-SA-Lombrano (Correct),0.0,0.0,2023-09-04,2023-09-01,0.0
